1700570902.5344868,104,3.27
1700570902.628415,46598,3.30
1700570902.6285005,104,3.30
1700570902.6475537,8467,3.30
1700570902.647639,104,3.30
1700570902.661891,5148,3.30
1700570902.6630971,104,3.30
1700570902.6666913,4621,3.31
1700570902.6667736,104,3.31
1700570902.7826161,47634,3.31
1700570902.7827015,104,3.31
1700570902.8268874,8124,3.28
1700570902.8269708,104,3.28
1700570902.8270328,5264,3.29
1700570902.8270745,104,3.29
1700570902.8280394,4652,3.31
1700570902.8281257,104,3.31
1700570902.9893615,49506,3.26
1700570902.9894536,104,3.26
1700570903.0072925,8358,3.26
1700570903.0073783,104,3.26
1700570903.012088,5365,3.27
1700570903.0121787,104,3.27
1700570903.074279,4698,3.22
1700570903.0743659,104,3.22
1700570903.2714663,57696,3.16
1700570903.2715766,104,3.16
1700570903.2893867,9535,3.17
1700570903.289476,104,3.17
1700570903.3037388,5399,3.17
1700570903.3038208,104,3.17
1700570903.3336496,5008,3.15
1700570903.333734,104,3.15
1700570903.509303,62619,3.13
1700570903.5093913,104,3.13
1700570903.540354,9523,3.13
1700570903.540446,104,3.13
1700570903.5762835,5624,3.11
1700570903.576374,104,3.11
1700570903.5764334,5037,3.12
1700570903.5764723,104,3.12
1700570903.762722,64863,3.10
1700570903.7628093,104,3.10
1700570903.7817953,10704,3.11
1700570903.7818754,104,3.11
1700570903.799731,6505,3.11
1700570903.7998157,104,3.11
1700570903.833217,5680,3.09
1700570903.8332987,104,3.09
1700570904.2060893,130448,3.07
1700570904.206173,104,3.07
1700570904.238444,12771,3.07
1700570904.2385263,104,3.07
1700570904.2659235,6050,3.06
1700570904.2682798,104,3.06
1700570904.2909696,7739,3.06
1700570904.2910566,104,3.06
1700570904.435635,55418,3.06
1700570904.4357193,104,3.06
1700570904.463161,5157,3.05
1700570904.4632456,104,3.05
1700570904.4633045,2459,3.05
1700570904.4633443,104,3.05
1700570904.4726162,4598,3.05
1700570904.472704,104,3.05
1700570904.6184464,65036,3.07
1700570904.618537,104,3.07
1700570904.6567326,11540,3.07
1700570904.6568153,104,3.07
1700570904.6842358,6693,3.06
1700570904.68432,104,3.06
1700570904.699727,6363,3.06
1700570904.6998117,104,3.06
1700570904.8526816,69114,3.08
1700570904.8527687,104,3.08
1700570904.8742096,14426,3.09
1700570904.874298,104,3.09
1700570904.8933365,7275,3.09
1700570904.8934562,104,3.09
1700570904.8993187,7839,3.10
1700570904.8994007,104,3.10
1700570905.0307677,65969,3.12
1700570905.0308526,104,3.12
1700570905.0523193,13420,3.13
1700570905.0524015,104,3.13
1700570905.065427,7206,3.13
1700570905.0655107,104,3.13
1700570905.078567,6990,3.14
1700570905.0786533,104,3.14
1700570905.2436583,66648,3.14
1700570905.2437427,104,3.14
1700570905.2818246,12001,3.14
1700570905.2819235,104,3.14
1700570905.3261738,6798,3.12
1700570905.3262558,104,3.12
1700570905.3680646,6266,3.11
1700570905.3681502,104,3.11
1700570905.5532656,62049,3.09
1700570905.5533483,104,3.09
1700570905.6023178,11668,3.08
1700570905.6023977,104,3.08
1700570905.6166127,7110,3.08
1700570905.6167002,104,3.08
1700570905.6489456,6173,3.07
1700570905.6490302,104,3.07
1700570905.8006837,64719,3.08
1700570905.8007693,104,3.08
1700570905.8245955,11732,3.09
1700570905.8246796,104,3.09
1700570905.841312,6867,3.09
1700570905.841398,104,3.09
1700570905.846131,6097,3.09
1700570905.846215,104,3.09
1700570906.026638,65274,3.09
1700570906.0267217,104,3.09
1700570906.0409393,12092,3.10
1700570906.0410306,104,3.10
1700570906.0576472,7168,3.10
1700570906.0577295,104,3.10
1700570906.07318,6499,3.10
1700570906.0743659,104,3.10
1700570906.2393353,66974,3.10
1700570906.2394173,104,3.10
1700570906.307485,14048,3.09
1700570906.3075857,104,3.09
1700570906.3076558,7402,3.10
1700570906.3076985,104,3.10
1700570906.3361366,7194,3.09
1700570906.3362288,104,3.09
1700570906.5082874,64984,3.09
1700570906.5083723,104,3.09
1700570906.5297685,12349,3.09
1700570906.5298498,104,3.09
1700570906.5476925,7369,3.09
1700570906.5477803,104,3.09
1700570906.5883582,6466,3.08
1700570906.5884552,104,3.08
1700570906.6994584,62915,3.11
1700570906.6995628,104,3.11
1700570906.7199419,12202,3.11
1700570906.7200263,104,3.11
1700570906.7329688,7240,3.12
1700570906.7330647,104,3.12
1700570906.7496548,6598,3.12
1700570906.7497425,104,3.12
1700570906.8537345,61219,3.14
1700570906.8538232,104,3.14
1700570906.8847833,11569,3.14
1700570906.8848658,104,3.14
1700570906.8849318,7089,3.15
1700570906.8849702,104,3.15
1700570906.9146316,5890,3.14
1700570906.9147139,104,3.14
1700570907.1069963,63876,3.13
1700570907.1070993,104,3.13
1700570907.16441,12188,3.12
1700570907.1645086,104,3.12
1700570907.1835043,6847,3.12
1700570907.1836097,104,3.12
1700570907.201431,6070,3.12
1700570907.2015162,104,3.12
1700570907.366396,61799,3.11
1700570907.3664815,104,3.11
1700570907.4022317,12598,3.11
1700570907.402319,104,3.11
1700570907.4237761,7554,3.11
1700570907.4238663,104,3.11
1700570907.4392817,6597,3.11
1700570907.4393668,104,3.11
1700570907.7500353,129031,3.12
1700570907.750133,104,3.12
1700570907.7859437,13263,3.12
1700570907.7860265,104,3.12
1700570907.7990515,5586,3.12
1700570907.7991326,104,3.12
1700570907.8169696,8589,3.12
1700570907.8170564,104,3.12
1700570907.965203,43611,3.11
1700570907.965287,104,3.11
1700570907.9653504,4422,3.11
1700570907.9653914,104,3.11
1700570907.9819303,1910,3.11
1700570907.982021,104,3.11
1700570907.9854941,4106,3.11
1700570907.985585,104,3.11
1700570908.1898973,50471,3.08
1700570908.1899858,104,3.08
1700570908.212619,9705,3.08
1700570908.2127047,104,3.08
1700570908.2522209,5963,3.07
1700570908.2523363,104,3.07
1700570908.271054,5728,3.07
1700570908.2711406,104,3.07
1700570908.4134169,55120,3.07
1700570908.4145243,104,3.07
1700570908.4348767,10591,3.08
1700570908.4349575,104,3.08
1700570908.4420834,6222,3.08
1700570908.4431932,104,3.08
1700570908.4527593,5824,3.08
1700570908.4528415,104,3.08
1700570908.5591223,56031,3.10
1700570908.5592055,104,3.10
1700570908.579501,11523,3.10
1700570908.5796056,104,3.10
1700570908.587901,6685,3.10
1700570908.5879867,104,3.10
1700570908.599843,6601,3.10
1700570908.5999289,104,3.10
1700570908.6882799,59216,3.13
1700570908.6883645,104,3.13
1700570908.7265944,11183,3.12
1700570908.726681,104,3.12
1700570908.7288752,6552,3.13
1700570908.7289693,104,3.13
1700570908.7300978,6110,3.13
1700570908.7301812,104,3.13
1700570908.921372,55123,3.12
1700570908.9214616,104,3.12
1700570908.9930747,12049,3.10
1700570908.9931588,104,3.10
1700570909.0122151,6858,3.10
1700570909.0123425,104,3.10
1700570909.0360773,7042,3.10
1700570909.0361753,104,3.10
1700570909.1723955,62753,3.11
1700570909.1724808,104,3.11
1700570909.1747265,10181,3.12
1700570909.1748114,104,3.12
1700570909.1902628,6353,3.12
1700570909.190347,104,3.12
1700570909.2249968,5931,3.11
1700570909.225078,104,3.11
1700570909.499871,64654,3.08
1700570909.4999635,104,3.08
1700570909.5308824,11116,3.07
1700570909.5309663,104,3.07
1700570909.5487206,7119,3.07
1700570909.5488112,104,3.07
1700570909.5642984,6328,3.08
1700570909.5655408,104,3.07
1700570909.7376685,70815,3.08
1700570909.7377617,104,3.08
1700570909.7604063,12000,3.08
1700570909.7604907,104,3.08
1700570909.7794974,6788,3.08
1700570909.7796025,104,3.08
1700570909.8190272,6288,3.07
1700570909.8191116,104,3.07
1700570909.985098,67916,3.08
1700570909.9851828,104,3.08
1700570910.0150242,12555,3.08
1700570910.0151076,104,3.08
1700570910.0268955,7277,3.08
1700570910.0269775,104,3.08
1700570910.0436504,6770,3.08
1700570910.0437446,104,3.08
1700570910.230077,65711,3.08
1700570910.2301707,104,3.08
1700570910.252821,12088,3.08
1700570910.252907,104,3.08
1700570910.2899055,6793,3.07
1700570910.2899847,104,3.07
1700570910.291039,6290,3.08
1700570910.292237,104,3.08
1700570910.4680192,65859,3.08
1700570910.4681046,104,3.08
1700570910.4966066,12673,3.08
1700570910.4967036,104,3.08
1700570910.5121768,6595,3.08
1700570910.512269,104,3.08
1700570910.545664,6771,3.07
1700570910.5457523,104,3.07
1700570910.7021813,62374,3.08
1700570910.7033844,104,3.07
1700570910.7237349,11251,3.08
1700570910.7500365,104,3.07
1700570910.7584078,6580,3.07
1700570910.758489,104,3.07
1700570910.7632022,5930,3.08
1700570910.7632842,104,3.08
1700570910.8862922,58766,3.08
1700570910.8863764,104,3.08
1700570910.9472916,10917,3.07
1700570910.9473774,104,3.07
1700570910.9474466,6308,3.08
1700570910.9474945,104,3.08
1700570910.9507964,5694,3.08
1700570910.9508789,104,3.08
1700570911.272365,116970,3.08
1700570911.272452,104,3.08
1700570911.2866952,10703,3.08
1700570911.2867768,104,3.08
1700570911.3033764,5088,3.08
1700570911.3034692,104,3.08
1700570911.3212981,6133,3.08
1700570911.3213794,104,3.08
1700570911.475509,46736,3.07
1700570911.4756124,104,3.07
1700570911.4756799,4181,3.07
1700570911.4757216,104,3.07
1700570911.477916,2102,3.08
1700570911.477998,104,3.08
1700570911.4780664,3747,3.08
1700570911.4781148,104,3.08
1700570911.5867522,48765,3.08
1700570911.5868335,104,3.08
1700570911.5926309,9170,3.09
1700570911.5927162,104,3.09
1700570911.6093266,5718,3.09
1700570911.6094134,104,3.09
1700570911.6428287,5402,3.08
1700570911.642927,104,3.08
1700570911.8054004,49841,3.07
1700570911.8054874,104,3.07
1700570911.8651326,11378,3.07
1700570911.8652172,104,3.07
1700570911.8653033,6227,3.07
1700570911.8653471,104,3.07
1700570911.8711364,6572,3.07
1700570911.8712153,104,3.07
1700570912.0181458,45116,3.07
1700570912.0182319,104,3.07
1700570912.0205002,10750,3.07
1700570912.021684,104,3.07
1700570912.0576346,6580,3.07
1700570912.0577154,104,3.07
1700570912.0577912,6183,3.07
1700570912.057834,104,3.07
1700570912.2105978,50786,3.07
1700570912.2106867,104,3.07
1700570912.2320342,11352,3.07
1700570912.2321196,104,3.07
1700570912.2439995,6310,3.07
1700570912.2440848,104,3.07
1700570912.281104,6208,3.06
1700570912.2811894,104,3.06
1700570912.3911257,48393,3.07
1700570912.391207,104,3.07
1700570912.4256403,10336,3.07
1700570912.4257245,104,3.07
1700570912.4424171,6768,3.07
1700570912.4425044,104,3.07
1700570912.4591558,5950,3.07
1700570912.4592402,104,3.07
1700570912.6193302,57551,3.06
1700570912.619415,104,3.06
1700570912.6528168,10468,3.06
1700570912.6529005,104,3.06
1700570912.6611497,6666,3.07
1700570912.6612346,104,3.07
1700570912.6647544,5874,3.07
1700570912.6648343,104,3.07
1700570912.7913814,62281,3.08
1700570912.7914655,104,3.08
1700570912.8116906,11118,3.08
1700570912.8117752,104,3.08
1700570912.8667247,6877,3.07
1700570912.8668094,104,3.07
1700570912.8668754,6257,3.07
1700570912.866916,104,3.07
1700570913.0041971,37011,3.06
1700570913.0042853,104,3.06
1700570913.0196846,5608,3.06
1700570913.0197704,104,3.06
1700570913.237215,62120,3.05
1700570913.237315,104,3.05
1700570913.239633,11217,3.06
1700570913.2397141,104,3.06
1700570913.2790806,6561,3.05
1700570913.2791631,104,3.05
1700570913.313709,5549,3.05
1700570913.3138084,104,3.05
1700570913.4463553,49564,3.05
1700570913.4464443,104,3.05
1700570913.4786243,7802,3.04
1700570913.4787104,104,3.04
1700570913.4822001,4692,3.05
1700570913.4822888,104,3.05
1700570913.586186,39245,3.05
1700570913.5862706,104,3.05
1700570913.589801,4633,3.05
1700570913.5898974,104,3.05
1700570913.7404246,42196,3.04
1700570913.7405078,104,3.04
1700570913.7405703,4751,3.04
1700570913.7406108,104,3.04
1700570913.8815544,46187,3.04
1700570913.8816352,104,3.04
1700570913.8816984,5165,3.04
1700570913.882605,104,3.04
1700570914.069116,49240,3.03
1700570914.069202,104,3.03
1700570914.0702505,5070,3.03
1700570914.0703323,104,3.03
1700570914.3033092,56585,3.01
1700570914.303396,104,3.01
1700570914.3332338,5833,3.01
1700570914.3333166,104,3.01
1700570914.4145627,49094,3.02
1700570914.4146466,104,3.02
1700570914.430006,6827,3.02
1700570914.4300902,104,3.02
1700570914.556708,46526,3.02
1700570914.5567923,104,3.02
1700570914.5746493,6252,3.02
1700570914.5747359,104,3.02
1700570914.7885525,77941,3.02
1700570914.788639,104,3.02
1700570914.823216,16872,3.02
1700570914.8233056,104,3.02
1700570914.829258,6739,3.02
1700570914.8293438,104,3.02
1700570914.8459325,6768,3.02
1700570914.8460157,104,3.02
1700570915.0779567,99591,3.03
1700570915.0780618,104,3.03
1700570915.0825903,12451,3.04
1700570915.0933235,104,3.03
1700570915.1304088,4237,3.03
1700570915.1304972,104,3.03
1700570915.1305554,4101,3.03
1700570915.1305988,104,3.03
1700570915.340768,50114,3.02
1700570915.3408535,104,3.02
1700570915.3419597,7593,3.02
1700570915.3420663,104,3.02
1700570915.3802469,3888,3.01
1700570915.3803287,104,3.01
1700570915.3804035,3946,3.02
1700570915.3804455,104,3.02
1700570915.4494917,24350,3.02
1700570915.4496043,104,3.02
1700570915.461648,4001,3.02
1700570915.4715989,108,7.74
1700570915.6432102,105057,4.90
1700570915.6432924,104,4.90
1700570915.6609905,11156,4.91
1700570915.6610787,104,4.92
1700570915.662239,1121,4.93
1700570915.6623168,104,4.94
1700570915.6633856,1502,4.97
1700570915.6634643,104,4.97
1700570915.7184606,18205,4.46
1700570915.7185457,104,4.46
1700570915.755466,20030,4.44
1700570915.75557,104,4.44
1700570915.8283691,27118,4.15
1700570915.8284662,104,4.15
1700570915.852303,9494,4.09
1700570915.8523858,104,4.09
1700570915.8701968,3668,3.98
1700570915.8702824,104,3.98
1700570915.9120946,8313,3.75
1700570915.9121766,104,3.75
1700570915.9514909,26057,3.88
1700570915.951593,104,3.88
1700570915.9694011,8593,3.88
1700570915.9694982,104,3.88
1700570915.9861374,8415,3.89
1700570915.9862235,104,3.89
1700570916.0327628,22579,3.89
1700570916.032849,104,3.89
1700570916.1283653,40571,3.82
1700570916.128451,104,3.82
1700570916.150176,10533,3.82
1700570916.150259,104,3.82
1700570916.2108681,10515,3.62
1700570916.2109516,104,3.62
1700570916.2669213,29335,3.66
1700570916.2813632,104,3.60
1700570916.3279665,23489,3.62
1700570916.3280494,104,3.62
1700570916.3696847,25662,3.68
1700570916.3697882,104,3.68
1700570916.4103458,24951,3.74
1700570916.4104447,104,3.74
1700570916.504893,33634,3.66
1700570916.5049748,104,3.66
1700570916.5050392,4551,3.69
1700570916.5050797,104,3.69
1700570916.6124508,36952,3.60
1700570916.6125357,104,3.60
1700570916.6315637,9591,3.61
1700570916.6316476,104,3.61
1700570916.6829784,4243,3.49
1700570916.683065,104,3.49
1700570916.6831307,4777,3.52
1700570916.683172,104,3.52
1700570916.779776,37371,3.49
1700570916.779863,104,3.49
1700570916.8120813,6076,3.44
1700570916.8121622,104,3.44
1700570916.81223,4749,3.47
1700570916.81227,104,3.47
1700570916.8957508,39106,3.49
1700570916.8958387,104,3.49
1700570916.9327455,10538,3.46
1700570916.9328418,104,3.46
1700570916.9506845,5457,3.44
1700570916.9507756,104,3.44
1700570916.9530663,3981,3.46
1700570916.9531505,104,3.46
1700570917.0223446,30507,3.46
1700570917.0224295,104,3.46
1700570917.0522528,10780,3.45
1700570917.0523367,104,3.45
1700570917.0665767,4007,3.44
1700570917.0666614,104,3.44
1700570917.0701876,5100,3.46
1700570917.0702734,104,3.46
1700570917.1573427,30918,3.43
1700570917.157428,104,3.43
1700570917.2601643,42546,3.42
1700570917.260249,104,3.42
1700570917.331965,17919,3.37
1700570917.3320482,104,3.37
1700570917.3355224,6679,3.39
1700570917.3356247,104,3.39
1700570917.3810349,9661,3.35
1700570917.3811257,104,3.35
1700570917.4873288,30187,3.29
1700570917.4874194,104,3.30
1700570917.5829177,31792,3.27
1700570917.5830073,104,3.27
1700570917.6761432,32130,3.25
1700570917.6762326,104,3.25
1700570917.734737,24326,3.25
1700570917.7348235,104,3.25
1700570917.8327682,27546,3.21
1700570917.8328536,104,3.21
1700570917.9283879,26209,3.17
1700570917.928473,104,3.17
1700570918.045481,44058,3.16
1700570918.045574,104,3.16
1700570918.100532,18075,3.15
1700570918.100617,104,3.15
1700570918.1184344,7068,3.15
1700570918.118523,104,3.15
1700570918.1207244,7600,3.17
1700570918.1208112,104,3.17
1700570918.222419,40862,3.17
1700570918.2225363,104,3.17
1700570918.261772,16247,3.17
1700570918.2618577,104,3.18
1700570918.3263795,21280,3.16
1700570918.326462,104,3.16
1700570918.6180053,60142,3.02
1700570918.61812,104,3.02
1700570918.6597302,17485,3.03
1700570918.659816,104,3.03
1700570918.7315128,30796,3.04
1700570918.7316418,104,3.04
1700570919.0004132,96066,3.02
1700570919.0005128,104,3.02
1700570919.0183454,7779,3.03
1700570919.0184312,104,3.03
1700570919.0220034,4661,3.03
1700570919.0221164,104,3.03
1700570919.0710092,22879,3.04
1700570919.071095,104,3.04
1700570919.103232,24026,3.07
1700570919.1033494,104,3.07
1700570919.1378927,18640,3.08
1700570919.1379795,104,3.08
1700570919.1904647,26439,3.09
1700570919.1905491,104,3.09
1700570919.2024033,4559,3.09
1700570919.2024884,104,3.10
1700570919.2394536,28296,3.12
1700570919.2395687,104,3.12
1700570919.2609725,4626,3.12
1700570919.2610557,104,3.12
1700570919.2765167,24939,3.16
1700570919.2777166,104,3.16
1700570919.3314862,41188,3.20
1700570919.3315892,104,3.20
1700570919.3625965,5755,3.18
1700570919.3626816,104,3.18
1700570919.3638346,5593,3.19
1700570919.3639207,104,3.19
1700570919.433115,34782,3.21
1700570919.4332016,104,3.21
1700570919.4509735,8415,3.21
1700570919.4510577,104,3.21
1700570919.4665382,4365,3.21
1700570919.4666226,104,3.21
1700570919.47043,3664,3.21
1700570919.4705129,104,3.21
1700570919.5597901,39802,3.22
1700570919.5598786,104,3.22
1700570919.5765102,8971,3.23
1700570919.5765939,104,3.23
1700570919.5800688,4753,3.23
1700570919.5801528,104,3.23
1700570919.5908513,3729,3.23
1700570919.5909362,104,3.23
1700570919.6506631,29405,3.24
1700570919.6507554,104,3.24
1700570919.650822,6595,3.25
1700570919.650861,104,3.25
1700570919.6530254,3204,3.26
1700570919.6531112,104,3.26
1700570919.6661425,2812,3.25
1700570919.666227,104,3.25
1700570919.7428083,47227,3.28
1700570919.7429156,104,3.28
1700570919.7607834,9309,3.29
1700570919.7608674,104,3.29
1700570919.784477,4081,3.28
1700570919.7845633,104,3.28
1700570919.784623,4167,3.29
1700570919.7881162,104,3.28
1700570919.8525057,32342,3.29
1700570919.8525906,104,3.29
1700570919.8609014,3135,3.29
1700570919.8609827,104,3.29
1700570919.9219177,32517,3.31
1700570919.9220078,104,3.31
1700570919.9529684,3320,3.29
1700570919.9530547,104,3.29
1700570919.988762,22019,3.30
1700570919.988846,104,3.30
1700570920.0211902,10388,3.30
1700570920.0212739,104,3.30
1700570920.041437,9173,3.30
1700570920.0415256,104,3.30
1700570920.0604923,8360,3.30
1700570920.0617707,104,3.30
1700570920.1468358,32605,3.30
1700570920.1469212,104,3.30
1700570920.1633332,7573,3.30
1700570920.1634178,104,3.30
1700570920.1944983,12443,3.30
1700570920.1946106,104,3.30
1700570920.2733078,27522,3.29
1700570920.2733932,104,3.29
1700570920.4191597,44531,3.26
1700570920.4192438,104,3.26
1700570920.4802165,18617,3.25
1700570920.4803295,104,3.25
1700570920.5781116,30056,3.24
1700570920.578198,104,3.24
1700570920.60089,9987,3.24
1700570920.6010385,104,3.24
1700570920.66313,21216,3.23
1700570920.6632302,104,3.23
1700570920.6797445,11770,3.24
1700570920.679865,104,3.24
1700570920.7394476,20805,3.24
1700570920.739548,104,3.24
1700570920.7752862,9927,3.23
1700570920.775406,104,3.23
1700570920.8375046,21574,3.23
1700570920.8376267,104,3.23
1700570920.877021,12128,3.22
1700570920.8771188,104,3.22
1700570920.9295788,19684,3.22
1700570920.929698,104,3.22
1700570921.0023832,28840,3.22
1700570921.0024698,104,3.22
1700570921.155366,50280,3.20
1700570921.1554575,104,3.20
1700570921.339462,71483,3.20
1700570921.3478165,104,3.19
1700570921.3920608,24111,3.20
1700570921.393284,104,3.20
1700570921.4302707,20154,3.21
1700570921.430362,104,3.21
1700570921.6621935,90651,3.21
1700570921.6622777,104,3.21
1700570921.7112172,29382,3.22
1700570921.7123308,104,3.22
1700570921.7936423,14570,3.20
1700570921.7937279,104,3.20
1700570921.8366885,17783,3.20
1700570921.8367946,104,3.20
1700570921.9310362,43438,3.20
1700570921.9311297,104,3.20
1700570922.071066,58742,3.21
1700570922.0711703,104,3.21
1700570922.1940181,61029,3.22
1700570922.1941042,104,3.22
1700570922.2119362,9254,3.22
1700570922.2120197,104,3.22
1700570922.3876698,55815,3.21
1700570922.3877552,104,3.21
1700570922.3878233,6779,3.21
1700570922.3878646,104,3.21
1700570922.390052,7112,3.22
1700570922.400772,104,3.22
1700570922.4617186,25457,3.22
1700570922.4629161,104,3.22
1700570922.513122,24724,3.22
1700570922.5132084,104,3.22
1700570922.6389256,45680,3.22
1700570922.6390126,104,3.22
1700570922.6721416,5751,3.21
1700570922.6722403,104,3.21
1700570922.724679,28048,3.22
1700570922.7247634,104,3.22
1700570922.788025,24930,3.22
1700570922.7881076,104,3.22
1700570922.853748,31560,3.22
1700570922.8538344,104,3.22
1700570922.8561096,3292,3.22
1700570922.857358,104,3.22
1700570922.9613311,35551,3.22
1700570922.9614167,104,3.22
1700570922.9614758,4790,3.22
1700570922.961515,104,3.22
1700570922.9625447,2461,3.23
1700570922.9626324,104,3.23
1700570922.963677,2144,3.23
1700570922.9637594,104,3.23
1700570923.0330522,20563,3.22
1700570923.0331354,104,3.22
1700570923.033194,3323,3.22
1700570923.0332348,104,3.22
1700570923.0342035,2104,3.22
1700570923.0342853,104,3.22
1700570923.035357,1927,3.23
1700570923.0354335,104,3.23
1700570923.1058316,21660,3.22
1700570923.1059177,104,3.22
1700570923.1082642,3553,3.22
1700570923.1083446,104,3.22
1700570923.126252,1661,3.22
1700570923.127389,104,3.22
1700570923.1286173,2374,3.22
1700570923.1287038,104,3.22
1700570923.1908062,17986,3.21
1700570923.1908913,104,3.21
1700570923.2721674,18059,3.20
1700570923.2722492,104,3.20
1700570923.3736339,31669,3.19
1700570923.373717,104,3.19
1700570923.3952026,5730,3.18
1700570923.3952873,104,3.18
1700570923.43704,3448,3.17
1700570923.4371219,104,3.17
1700570923.4371786,2358,3.17
1700570923.4372213,104,3.17
1700570923.4979606,22468,3.17
1700570923.498047,104,3.17
1700570923.512292,2230,3.17
1700570923.5123787,104,3.17
1700570923.5541172,22856,3.18
1700570923.5542088,104,3.18
1700570923.6414375,28491,3.17
1700570923.6415207,104,3.17
1700570923.64159,3507,3.17
1700570923.6416316,104,3.17
1700570923.6416771,1916,3.17
1700570923.641712,104,3.17
1700570923.6593332,2294,3.17
1700570923.6594167,104,3.17
1700570923.814695,43733,3.15
1700570923.8147795,104,3.15
1700570923.8876026,21620,3.15
1700570923.8876884,104,3.15
1700570923.9473503,23967,3.15
1700570923.9474354,104,3.15
1700570924.0157945,23229,3.14
1700570924.0158784,104,3.14
1700570924.0597544,21572,3.15
1700570924.0598392,104,3.15
1700570924.1207347,21530,3.15
1700570924.120817,104,3.15
1700570924.1720898,28055,3.15
1700570924.1721754,104,3.15
1700570924.1722407,4103,3.16
1700570924.1722808,104,3.16
1700570924.172329,2440,3.16
1700570924.172365,104,3.16
1700570924.2378125,20858,3.15
1700570924.2378967,104,3.15
1700570924.2426178,3941,3.16
1700570924.2426991,104,3.16
1700570924.2545073,1841,3.15
1700570924.2546039,104,3.15
1700570924.2557302,1673,3.16
1700570924.2558167,104,3.16
1700570924.2787056,9958,3.16
1700570924.2793667,108,11.72
1700570924.837804,208595,2.99
1700570924.8379157,104,2.99
1700570925.0576599,69017,2.86
1700570925.0577502,104,2.86
1700570925.0948095,13216,2.86
1700570925.0949264,104,2.86
1700570925.1283236,8130,2.82
1700570925.128416,104,2.82
1700570925.1759853,7396,2.74
1700570925.1760705,104,2.74
1700570925.3636823,73764,2.81
1700570925.3638077,104,2.81
1700570925.3875759,11264,2.83
1700570925.3876584,104,2.83
1700570925.4090943,7728,2.83
1700570925.409209,104,2.83
1700570925.4126873,5423,2.86
1700570925.4485548,104,2.77
1700570925.5465882,55212,2.91
1700570925.5466793,104,2.91
1700570925.5467427,8214,2.96
1700570925.5467815,104,2.96
1700570925.562054,5291,2.96
1700570925.5621367,104,2.96
1700570925.5656674,4253,2.98
1700570925.5657792,104,2.98
1700570925.6900587,50112,3.00
1700570925.6901655,104,3.00
1700570925.6924098,8256,3.04
1700570925.6925309,104,3.04
1700570925.6972842,5366,3.06
1700570925.6973848,104,3.06
1700570925.7054818,4238,3.07
1700570925.705568,104,3.07
1700570925.7879658,46092,3.15
1700570925.7880507,104,3.15
1700570925.8059154,7039,3.15
1700570925.8060296,104,3.15
1700570925.8094604,4471,3.16
1700570925.8095589,104,3.16
1700570925.824999,4194,3.15
1700570925.8251164,104,3.15
1700570925.932637,50100,3.19
1700570925.9327512,104,3.19
1700570925.9384556,7567,3.22
1700570925.9385502,104,3.22
1700570925.9553444,4712,3.21
1700570925.9554567,104,3.21
1700570925.9589272,3984,3.22
1700570925.959039,104,3.22
1700570926.113165,48557,3.16
1700570926.114322,104,3.16
1700570926.1765113,7147,3.09
1700570926.176618,104,3.09
1700570926.17669,4690,3.11
1700570926.1767328,104,3.11
1700570926.1788445,4203,3.12
1700570926.1789525,104,3.12
1700570926.2982893,50600,3.14
1700570926.2983885,104,3.14
1700570926.3330421,7163,3.11
1700570926.3331456,104,3.11
1700570926.3332303,4642,3.13
1700570926.3332987,104,3.13
